ID,X,Y,Z,Node,Drawdown_p,Drawdown_r
123,263579.4298,2744288.607,98.64915163,10900,-2.451940401,-2.374060412
124,263732.1995,2744308.975,98.62990081,10902,-9.488590306,-10.03221932
125,263468.474,2744193.341,98.60710323,10907,-0.405873435,-0.325387102
126,263815.4955,2744301.1,98.55787119,10920,-2.796693867,-2.082400555
127,263541.935,2744290.732,98.51352547,10932,-1.372229102,-1.267493621
128,263698.8707,2744309.199,98.49079805,10939,-14.02198606,-9.898458318
129,263781.5629,2744316.465,98.42995409,10953,-4.10187154,-3.448826305
130,263596.4003,2744295.899,98.42622001,10956,-3.092195834,-3.138576565
131,263748.2341,2744316.688,98.29085132,11001,-6.559748168,-6.330953123
132,263558.9055,2744298.025,98.29059386,11003,-1.678681802,-1.657203564
133,263832.134,2744293.671,98.20763604,11035,-2.08917566,-1.55826022
134,263613.3708,2744303.192,98.20328839,11037,-3.712147257,-4.286717353
135,263521.4108,2744300.151,98.1549677,11052,-0.972238086,-0.869130663
136,263714.9053,2744316.911,98.15174855,11055,-10.27969294,-9.233114875
137,263864.5948,2744277.616,98.11377883,11065,-1.258630922,-0.899652656
138,263797.5975,2744324.177,98.09090459,11073,-3.185806473,-2.456646676
139,263575.876,2744305.318,98.06766224,11080,-2.140001866,-2.175363422
140,263681.5765,2744317.134,98.01264579,11100,-9.524050755,-9.268761878
141,263630.3413,2744310.485,97.98035677,11107,-4.38068635,-5.858272414
142,263764.2687,2744324.4,97.95180183,11124,-4.746404431,-4.268274918
143,263538.3813,2744307.444,97.93203609,11135,-1.175993041,-1.116798079
144,263848.7725,2744286.242,97.85740089,11153,-1.519233082,-1.146564311
145,263592.8466,2744312.611,97.84473062,11159,-2.673303393,-2.85606756
146,263730.9399,2744324.624,97.81269906,11171,-7.244839442,-6.825888148
